t,CPU,RxKBTot,TxKBTot,WriteKBTot,Watts,Amps,RMS,diff_encoder_l,flag
114.9,28,1,1,0.3,84,0.542476335,0.09393312,12.06666667,0
114.92,28,1,1,0.24,84,0.542315207,0.126914086,12.73333397,0
114.94,28,1,1,0.18,84,0.542154079,0.180638098,13,0
114.96,28,1,1,0.12,84,0.541992951,0.166553351,12.7333257,0
114.98,28,1,1,0.06,84,0.541831823,0.132496575,10.06665649,0
115,28,1,1,0,84,0.541670695,0.137049168,10.60001272,0
115.02,28,1,1,0.16,84,0.541509567,0.165459135,12.93749661,0
115.04,28,1,1,0.32,84,0.541348439,0.173233927,12.31249788,0
115.06,28,1,1,0.48,84,0.541187312,0.158478163,12.33333524,0
115.08,28,1,1,0.64,84,0.541026184,0.220523855,12.99999746,0
115.1,28,1,1,0.8,84,0.540865056,0.155541604,12.33333015,0
115.12,28,1,1,0.96,84,0.540703928,0.092091344,12.3333345,0
115.14,28,1,1,1.12,84,0.5405428,0.133324756,12.9999965,0
115.16,28,1,1,1.28,84,0.540381672,0.136165709,13,0
115.18,28,1,1,1.44,84,0.540220544,0.131559801,12.66666889,0
115.2,28,1,1,1.6,84,0.540059416,0.175265622,12.00000159,0
115.22,28,1,1,1.76,84,0.539898288,0.142067442,10.00000286,0
115.24,28,1,1,1.92,84,0.539737161,0.095103635,10.29032433,0
115.26,28,1,1,2.08,84,0.539576033,0.110200165,12.8709779,0
115.28,28,1,1,2.24,84,0.539414905,0.107669384,12.34482575,0
115.3,28,1,1,2.4,84,0.539253777,0.140372154,11.03225866,0
115.32,28,1,1,2.56,84,0.539092649,0.101763133,9.096783363,0
115.34,28,1,1,2.72,84,0.538931521,0.111679449,5.200016212,0
115.36,28,1,1,2.88,84,0.538770393,0.120512408,2.068974226,0
115.38,28,1,1,3.04,84,0.538609265,0.150421682,1.18E-05,0
115.4,28,1,1,3.2,84,0.538448137,0.232878024,1.333326975,0
115.42,28,1,1,3.36,84,0.53828701,0.105061298,3.666653951,0
115.44,28,1,1,3.52,84,0.538125882,0.139237815,6.999990463,0
115.46,28,1,1,3.68,84,0.537964754,0.165604245,10.33332698,0
115.48,28,1,1,3.84,84,0.537803626,0.113448072,12.16666635,0
115.5,28,1,1,4,84,0.537642498,0.216060543,12.5,0
115.52,28,1,1,4.16,84,0.53748137,0.234217595,12.83333365,0
115.54,28,1,1,4.32,84,0.537320242,0.220687429,15.00000763,0
115.56,28,1,1,4.48,84,0.537159114,0.274881291,19.00001144,0
115.58,28,1,1,4.64,84,0.536997986,0.336145256,23.00001526,0
115.6,28,1,1,4.8,84,0.536836859,0.14833396,24.35483603,0
115.62,28,1,1,4.96,84,0.536675731,0.160626012,23.06451917,0
115.64,28,1,1,5.12,84,0.536514603,0.21106311,16.66667779,0
115.66,28,1,1,5.28,84,0.536353475,0.224241792,13,0
115.68,28,1,1,5.44,84,0.536192347,0.254534201,13,0
115.7,28,1,1,5.6,84,0.536031219,0.145362518,13,0
115.72,28,1,1,5.76,84,0.535870091,0.124921416,13.30000143,0
115.74,28,1,1,5.92,84,0.535708963,0.177480841,13.96666873,0
115.76,28,1,1,6.08,84,0.535547835,0.172814475,12.73332793,0
115.78,28,1,1,6.24,84,0.535386707,0.12502859,11.39999809,0
115.8,28,1,1,6.4,84,0.53522558,0.096135908,10.06667408,0
115.82,28,1,1,6.56,84,0.535064452,0.107454273,11.89998999,0
115.84,28,1,1,6.72,84,0.535023857,0.088570165,13,0
115.86,28,1,1,6.88,84,0.535063618,0.062164712,13,0
115.88,28,1,1,7.04,84,0.53510338,0.21625053,13,0
115.9,28,1,1,7.2,84,0.535143141,0.125140107,13,0
115.92,28,1,1,7.36,84,0.535182902,0.185403546,13,0
115.94,28,1,1,7.52,84,0.535222664,0.086199638,12.3870949,0
115.96,28,1,1,7.68,84,0.535262425,0.134532919,11.46666391,0
115.98,28,1,1,7.84,84,0.535302187,0.151561666,10.1333399,0
116,28,1,1,8,84,0.535341948,0.216399978,11.79999046,0
116.02,27.98,1,1,7.84,84,0.53538171,0.251842947,13,0
116.04,27.96,1,1,7.68,84,0.535421471,0.201461947,13,0
116.06,27.94,1,1,7.52,84,0.535461232,0.080253125,13,0
116.08,27.92,1,1,7.36,84,0.535500994,0.146569917,12.73333397,0
116.1,27.9,1,1,7.2,84,0.535540755,0.141252944,12.06666667,0
116.12,27.88,1,1,7.04,84,0.535580517,0.119652645,12.60000064,0
116.14,27.86,1,1,6.88,84,0.535620278,0.197122486,12.19999619,0
116.16,27.84,1,1,6.72,84,0.53566004,0.076047596,10.19999428,0
116.18,27.82,1,1,6.56,84,0.535699801,0.132711332,11.80000763,0
116.2,27.8,1,1,6.4,84,0.535739562,0.205119277,13,0
116.22,27.78,1,1,6.24,84,0.535779324,0.105249639,13,0
116.24,27.76,1,1,6.08,84,0.535819085,0.090818857,13,0
116.26,27.74,1,1,5.92,84,0.535858847,0.103068228,16.09674811,0
116.28,27.72,1,1,5.76,84,0.535898608,0.084856736,23.83870884,0
116.3,27.7,1,1,5.6,84,0.53593837,0.27619808,18.19999046,0
116.32,27.68,1,1,5.44,84,0.535978131,0.083780676,13,0
116.34,27.66,1,1,5.28,84,0.536017892,0.114394537,13,0
116.36,27.64,1,1,5.12,84,0.536057654,0.16823563,17.15556436,0
116.38,27.62,1,1,4.96,84,0.536097415,0.139603164,22.04444496,0
116.4,27.6,1,1,4.8,84,0.536137177,0.151799142,26.93332556,0
116.42,27.58,1,1,4.64,84,0.536176938,0.143085585,31.82220616,0
116.44,27.56,1,1,4.48,84,0.5362167,0.295879539,29.86672611,0
116.46,27.54,1,1,4.32,84,0.536256461,0.15449627,15.20004546,0
116.48,27.52,1,1,4.16,84,0.536296222,0.185051271,13,0
116.5,27.5,1,1,4,84,0.536335984,0.1731069,12.76666746,0
116.52,27.48,1,1,3.84,84,0.536375745,0.1842634,12.10000016,0
116.54,27.46,1,1,3.68,84,0.536415507,0.183749738,10.86666571,0
116.56,27.44,1,1,3.52,84,0.536455268,0.151219489,10.70000334,0
116.58,27.42,1,1,3.36,84,0.53649503,0.211063302,12.70000525,0
116.6,27.4,1,1,3.2,84,0.536534791,0.089267258,12.43333095,0
116.62,27.38,1,1,3.04,84,0.536574552,0.242723896,12.22580816,0
116.64,27.36,1,1,2.88,84,0.536614314,0.087889721,12.87096659,0
116.66,27.34,1,1,2.72,84,0.536654075,0.113466475,13,0
116.68,27.32,1,1,2.56,84,0.536693837,0.162757787,12.80000064,0
116.7,27.3,1,1,2.4,84,0.536733598,0.123310952,12.13333333,0
116.72,27.28,1,1,2.24,84,0.53677336,0.128151461,10.93333206,0
116.74,27.26,1,1,2.08,84,0.536813121,0.160549283,10.40000254,0
116.76,27.24,1,1,1.92,84,0.536852882,0.235380449,11.73333715,0
116.78,27.22,1,1,1.76,84,0.536892644,0.199194144,12.53333588,0
116.8,27.2,1,1,1.6,84,0.536932405,0.132076775,12.79999682,0
116.82,27.18,1,1,1.44,84,0.536972167,0.121687566,12.13332952,0
116.84,27.16,1,1,1.28,83.99940061,0.536994006,0.087052106,12.53333355,0
116.86,27.14,1,1,1.12,83.99740261,0.536974026,0.191120029,13,0
116.88,27.12,1,1,0.96,83.99540461,0.536954046,0.228743701,13,0
116.9,27.1,1,1,0.8,83.9934066,0.536934066,0.410673351,13,0
116.92,27.08,1,1,0.64,83.9914086,0.536914086,0.275436462,12.31034061,0
116.94,27.06,1,1,0.48,83.9894106,0.536894106,0.24620087,9.551724093,0
116.96,27.04,1,1,0.32,83.9874126,0.536874126,0.277970914,9.786883562,0
116.98,27.02,1,1,0.16,83.9854146,0.536854146,0.096410416,10.77048837,0
117,27,1,1,0,83.98341659,0.536834166,0.116451602,11.75409317,0
117.02,27.02,1,1,0,83.98141859,0.536814186,0.264481416,18.99995327,0
117.04,27.04,1,1,0,83.97942059,0.536794206,0.236203617,23.83336846,0
117.06,27.06,1,1,0,83.97742259,0.536774226,0.163272057,15.16669353,0
117.08,27.08,1,1,0,83.97542458,0.536754246,0.06457305,12.50000143,0
117.1,27.1,1,1,0,83.97342658,0.536734266,0.065168934,11.66666826,0
117.12,27.12,1,1,0,83.97142858,0.536714286,0.189718441,10.33333365,0
117.14,27.14,1,1,0,83.96943058,0.536694306,0.20545479,11.00000095,0
117.16,27.16,1,1,0,83.96743258,0.536674326,0.119990331,12.16666778,0
117.18,27.18,1,1,0,83.96543457,0.536654346,0.096454526,12.83333508,0
117.2,27.2,1,1,0,83.96343657,0.536634366,0.127853849,13,0
117.22,27.22,1,1,0,83.96143857,0.536614386,0.0458787,12.83333031,0
117.24,27.24,1,1,0,83.95944057,0.536594406,0.051958945,12.16666301,0
117.26,27.26,1,1,0,83.95744257,0.536574426,0.150933685,12.48387252,0
117.28,27.28,1,1,0,83.95544456,0.536554446,0.096300305,12.44827985,0
117.3,27.3,1,1,0,83.95344656,0.536534466,0.133614271,9.689663337,0
117.32,27.32,1,1,0,83.95144856,0.536514486,0.091666525,10.99999301,0
117.34,27.34,1,1,0,83.94945056,0.536494506,0.085239985,12.83871038,0
117.36,27.36,1,1,0,83.94745255,0.536474526,0.133676059,12.19354699,0
117.38,27.38,1,1,0,83.94545455,0.536454546,0.071520156,12.46666921,0
117.4,27.4,1,1,0,83.94345655,0.536434566,0.079553021,12.86666455,0
117.42,27.42,1,1,0,83.94145855,0.536414585,0.094501102,12.20000254,0
117.44,27.44,1,1,0,83.93946055,0.536394605,0.209600918,12.46666317,0
117.46,27.46,1,1,0,83.93746254,0.536374625,0.212984644,12.86666953,0
117.48,27.48,1,1,0,83.93546454,0.536354645,0.140181506,12.20000223,0
117.5,27.5,1,1,0,83.93346654,0.536334665,0.164937817,11.06666985,0
117.52,27.52,1,1,0,83.93146854,0.536314685,0.170065891,10.26666476,0
117.54,27.54,1,1,0,83.92947054,0.536294705,0.157457564,11.59999936,0
117.56,27.56,1,1,0,83.92747253,0.536274725,0.12511395,12.46666698,0
117.58,27.58,1,1,0,83.92547453,0.536254745,0.118075042,12.86666571,0
117.6,27.6,1,1,0,83.92347653,0.536234765,0.077951953,12.19999841,0
117.62,27.62,1,1,0,83.92147853,0.536214785,0.160426152,12.22950866,0
117.64,27.64,1,1,0,83.91948052,0.536194805,0.156676157,12.55737693,0
117.66,27.66,1,1,0,83.91748252,0.536174825,0.125427671,12.8852452,0
117.68,27.68,1,1,0,83.91548452,0.536154845,0.215678009,14.73332761,0
117.7,27.7,1,1,0,83.91348652,0.536134865,0.151682871,17.39999682,0
117.72,27.72,1,1,0,83.91148852,0.536114885,0.122793823,20.06666603,0
117.74,27.74,1,1,0,83.90949051,0.536094905,0.140377895,22.73333524,0
117.76,27.76,1,1,0,83.90749251,0.536074925,0.096111713,23.79998665,0
117.78,27.78,1,1,0,83.90549451,0.536054945,0.097357756,15.79997902,0
117.8,27.8,1,1,0,83.90349651,0.536034965,0.135469427,12.56666428,0
117.82,27.82,1,1,0,83.90149851,0.536014985,0.165255701,12.10000302,0
117.84,27.84,1,1,0,83.90050352,0.536040282,0.159035837,12.76667032,0
117.86,27.86,1,1,0,83.90251762,0.53620141,0.10226852,11.26666328,0
117.88,27.88,1,1,0,83.90453172,0.536362537,0.155695322,9.39998792,0
117.9,27.9,1,1,0,83.90654582,0.536523665,0.165108193,12.06665713,0
117.92,27.92,1,1,0,83.90855992,0.536684793,0.189895764,12.56666842,0
117.94,27.94,1,1,0,83.91057401,0.536845921,0.231769525,12.09999889,0
117.96,27.96,1,1,0,83.91258811,0.537007049,0.240433534,12.76666619,0
117.98,27.98,1,1,0,83.91460221,0.537168177,0.164579068,12.56666651,0
118,28,1,1,0,83.91661631,0.537329305,0.132062442,12.10000079,0
118.02,28.06,1,1,0.1,83.91863041,0.537490433,0.144343398,12.7666681,0
118.04,28.12,1,1,0.2,83.92064451,0.537651561,0.11987502,12.58064542,0
118.06,28.18,1,1,0.3,83.92265861,0.537812688,0.126899352,11.80000858,0
118.08,28.24,1,1,0.4,83.9246727,0.537973816,0.159340091,9.800006676,0
118.1,28.3,1,1,0.5,83.9266868,0.538134944,0.153328154,10.59999364,0
118.12,28.36,1,1,0.6,83.9287009,0.538296072,0.098651627,12.93333429,0
118.14,28.42,1,1,0.7,83.930715,0.5384572,0.172466424,12.26666698,0
118.16,28.48,1,1,0.8,83.9327291,0.538618328,0.201544487,12,0
118.18,28.54,1,1,0.9,83.9347432,0.538779456,0.155671351,12.06666762,0
118.2,28.6,1,1,1,83.9367573,0.538940584,0.15013974,12.73333492,0
118.22,28.66,1,1,1.1,83.93877139,0.539101712,0.122409195,12.59999777,0
118.24,28.72,1,1,1.2,83.94078549,0.539262839,0.12906028,11.79999142,0
118.26,28.78,1,1,1.3,83.94279959,0.539423967,0.168368743,9.79998951,0
118.28,28.84,1,1,1.4,83.94481369,0.539585095,0.108249814,10.20000286,0
118.3,28.9,1,1,1.5,83.94682779,0.539746223,0.116745539,12.06666349,0
118.32,28.96,1,1,1.6,83.94884189,0.539907351,0.150085143,12.73333079,0
118.34,29.02,1,1,1.7,83.95085599,0.540068479,0.184345092,12.60000191,0
118.36,29.08,1,1,1.8,83.95287009,0.540229607,0.194462032,12,0
118.38,29.14,1,1,1.9,83.95488418,0.540390735,0.152102368,12,0
118.4,29.2,1,1,2,83.95689828,0.540551863,0.129533826,12.18333453,0
118.42,29.26,1,1,2.1,83.95891238,0.54071299,0.180105246,12.51666818,0
118.44,29.32,1,1,2.2,83.96092648,0.540874118,0.139727464,12.85000183,0
118.46,29.38,1,1,2.3,83.96294058,0.541035246,0.087754441,15.93334435,0
118.48,29.44,1,1,2.4,83.96495468,0.541196374,0.123425305,20.73335749,0
118.5,29.5,1,1,2.5,83.96696878,0.541357502,0.134989326,15.40001907,0
118.52,29.56,1,1,2.6,83.96898287,0.54151863,0.146157613,12.63333508,0
118.54,29.62,1,1,2.7,83.97099697,0.541679758,0.128548233,12,0
118.56,29.68,1,1,2.8,83.97301107,0.541840886,0.110684292,12,0
118.58,29.74,1,1,2.9,83.97502517,0.542002014,0.125474145,12,0
118.6,29.8,1,1,3,83.97703927,0.542163141,0.123701634,12.03333413,0
118.62,29.86,1,1,3.1,83.97905337,0.542324269,0.162877022,12.70000143,0
118.64,29.92,1,1,3.2,83.98106747,0.542485397,0.155534164,11.53332507,0
118.66,29.98,1,1,3.3,83.98308156,0.542646525,0.122705712,9.096781517,0
118.68,30.04,1,1,3.4,83.98509566,0.542807653,0.109623687,11.03225681,0
118.7,30.1,1,1,3.5,83.98710976,0.542968781,0.251557705,12.34482509,0
118.72,30.16,1,1,3.6,83.98912386,0.543129909,0.155964202,12.96774509,0
118.74,30.22,1,1,3.7,83.99113796,0.543291037,0.139771626,12.3225817,0
118.76,30.28,1,1,3.8,83.99315206,0.543452165,0.188329855,12,0
118.78,30.34,1,1,3.9,83.99516616,0.543613293,0.182862716,12.00000095,0
118.8,30.4,1,1,4,83.99718026,0.54377442,0.248994142,12.66666826,0
118.82,30.46,1,1,4.1,83.99919435,0.543935548,0.221410596,11.66665777,0
118.84,30.52,1,1,4.2,83.99880835,0.543904668,0.19819284,9.000008583,0
118.86,30.58,1,1,4.3,83.99682225,0.54374578,0.241045669,11.00001049,0
118.88,30.64,1,1,4.4,83.99483615,0.543586892,0.258987835,12,0
118.9,30.7,1,1,4.5,83.99285006,0.543428005,0.190569787,12,0
118.92,30.76,1,1,4.6,83.99086396,0.543269117,0.096320032,12,0
118.94,30.82,1,1,4.7,83.98887786,0.543110229,0.305747896,12,0
118.96,30.88,1,1,4.8,83.98689176,0.542951341,0.114559547,12,0
118.98,30.94,1,1,4.9,83.98490567,0.542792453,0.141619765,12.64516216,0
119,31,1,1,5,83.98291957,0.542633566,0.142926895,11.75861389,0
119.02,30.92,1,1,4.9,83.98093347,0.542474678,0.190268833,9.000001846,0
119.04,30.84,1,1,4.8,83.97894737,0.54231579,0.185913792,10.93547714,0
119.06,30.76,1,1,4.7,83.97696128,0.542156902,0.192532361,12,0
119.08,30.68,1,1,4.6,83.97497518,0.541998014,0.128083017,12,0
119.1,30.6,1,1,4.5,83.97298908,0.541839127,0.104318235,12,0
119.12,30.52,1,1,4.4,83.97100299,0.541680239,0.183223641,12,0
119.14,30.44,1,1,4.3,83.96901689,0.541521351,0.252348196,12,0
119.16,30.36,1,1,4.2,83.96703079,0.541362463,0.173855215,12,0
119.18,30.28,1,1,4.1,83.96504469,0.541203575,0.269451461,15.90000207,0
119.2,30.2,1,1,4,83.9630586,0.541044688,0.125973908,24.566677,0
119.22,30.12,1,1,3.9,83.9610725,0.5408858,0.257622683,14.23330901,0
119.24,30.04,1,1,3.8,83.9590864,0.540726912,0.207990867,9.500010331,0
119.26,29.96,1,1,3.7,83.9571003,0.540568024,0.136613824,12.83334684,0
119.28,29.88,1,1,3.6,83.95511421,0.540409136,0.064600976,12.36666333,0
119.3,29.8,1,1,3.5,83.95312811,0.540250249,0.149992984,12,0
119.32,29.72,1,1,3.4,83.95114201,0.540091361,0.09359599,12,0
119.34,29.64,1,1,3.3,83.94915591,0.539932473,0.10782992,12,0
119.36,29.56,1,1,3.2,83.94716982,0.539773585,0.197006515,12,0
119.38,29.48,1,1,3.1,83.94518372,0.539614698,0.201716265,12,0
119.4,29.4,1,1,3,83.94319762,0.53945581,0.226744181,10.13793069,0
119.42,29.32,1,1,2.9,83.94121152,0.539296922,0.126420283,9.899999523,0
